p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0	1.2726490306428	0.562	0.249	0	1	KLRK1
0	1.26855045641392	0.504	0.18	0	1	ZEB2
0	1.26852321382582	0.711	0.299	0	1	NKG7
0	1.24529816093994	0.27	0.087	0	1	ENSBTAG00000055494
0	1.19756880704125	0.296	0.111	0	1	ATP6V0A4
0	1.19574799300546	0.265	0.101	0	1	GZMA
0	1.19025225281008	0.364	0.155	0	1	PRR5
0	1.16848092891452	0.283	0.116	0	1	CXXC5
0	1.1659312269608	0.555	0.24	0	1	ENSBTAG00000030426
0	1.12671606716046	0.272	0.115	0	1	CD244
0	1.11781676478497	0.797	0.37	0	1	HOPX
0	1.0586506175364	0.308	0.137	0	1	ENSBTAG00000000168
0	1.05263169863086	0.31	0.137	0	1	RALB
0	1.05133707259924	0.686	0.346	0	1	LGALS9
0	1.03529992295409	0.514	0.241	0	1	ARPC5L
0	1.0248705978857	0.322	0.142	0	1	ICAM3
0	1.01407787397194	0.596	0.298	0	1	SH2D1A
0	0.989531703259457	0.446	0.202	0	1	ENSBTAG00000049297
0	0.975017178618248	0.357	0.165	0	1	ST6GALNAC2
0	0.968530151723276	0.31	0.142	0	1	ENSBTAG00000019432
0	0.943266376576291	0.3	0.128	0	1	TSPAN2
0	0.932748352679734	0.415	0.203	0	1	NUCB2
0	0.924875242084372	0.285	0.14	0	1	LITAF
0	0.915306179243479	0.379	0.18	0	1	CMC1
0	0.900877717916732	0.299	0.136	0	1	PTPN6
0	0.888190354640528	0.431	0.208	0	1	TXK
0	0.887614356107964	0.563	0.274	0	1	ITGAL
0	0.884043378306985	0.327	0.14	0	1	CLNK
0	0.87881338940377	0.303	0.14	0	1	GCNT1
0	0.873288386254385	0.457	0.213	0	1	ENSBTAG00000011019
0	0.83589412304238	0.65	0.341	0	1	ADGRE5
0	0.792441712613397	0.348	0.184	0	1	MTPN
0	0.77282546474188	0.295	0.147	0	1	PTPN12
0	0.771977408763493	0.272	0.136	0	1	ENSBTAG00000001143
0	0.742812239893081	0.317	0.159	0	1	LPGAT1
0	0.735264857308846	0.542	0.291	0	1	ITGB2
0	0.730779959228413	0.506	0.257	0	1	IL2RB
0	0.714782008116328	0.566	0.316	0	1	EPSTI1
0	0.70942844517987	0.256	0.126	0	1	SERINC5
0	0.706948618677866	0.614	0.354	0	1	RAP1B
0	0.694904961031126	0.307	0.158	0	1	UBE2E3
0	0.69468952967789	0.34	0.169	0	1	ENSBTAG00000067062
0	0.687062143784225	0.278	0.132	0	1	ENSBTAG00000052173
0	0.682473773375612	0.32	0.175	0	1	EIF2S3
0	0.675813734483231	0.266	0.143	0	1	PHF11
0	0.664439252599611	0.995	0.881	0	1	RPL35A
0	0.659684083764257	0.527	0.291	0	1	WARS1
0	0.657701150879942	0.409	0.211	0	1	LGALS1
0	0.649955130927814	0.39	0.22	0	1	CST3
0	0.646049566093627	0.391	0.215	0	1	ENSBTAG00000050046
0	0.641861958344502	0.328	0.175	0	1	ABRACL
0	0.640205620250637	0.371	0.209	0	1	ENSBTAG00000054938
0	0.630591558004134	0.897	0.678	0	1	UBD
0	0.626686745256282	0.323	0.17	0	1	PITPNB
0	0.62605354385661	0.331	0.169	0	1	CMTM7
0	0.61330939118795	0.864	0.565	0	1	B2M
0	0.61326726729474	0.608	0.36	0	1	EIF3M
0	0.612721988031594	0.283	0.158	0	1	ANXA5
0	0.610512064855487	0.606	0.36	0	1	PTPN18
0	0.605958086836159	0.364	0.18	0	1	KLRB1
0	0.604058690645534	0.371	0.213	0	1	NAP1L1
0	0.595331079039691	0.781	0.52	0	1	CTSW
0	0.595200291051458	0.34	0.187	0	1	SNX3
0	0.593718162091578	0.318	0.173	0	1	CD63
0	0.592901737822295	1	0.986	0	1	RPLP1
0	0.591507914466431	0.399	0.207	0	1	VAV3
0	0.591505091757357	0.497	0.281	0	1	TSPO
0	0.583773693513181	0.297	0.176	0	1	GABARAPL1
0	0.580472230303159	0.922	0.691	0	1	ENSBTAG00000005315
0	0.577422149397141	0.261	0.144	0	1	CTSS
0	0.576574747738742	0.762	0.493	0	1	PSME1
0	0.570491711797274	0.461	0.273	0	1	CCNI
0	0.567237241786599	0.266	0.152	0	1	BRD9
0	0.563984637046654	0.283	0.154	0	1	SYNE1
0	0.563571672315436	0.387	0.214	0	1	PTPRE
0	0.562762533774929	0.647	0.42	0	1	ENSBTAG00000037937
0	0.561381610906666	0.934	0.792	0	1	ENSBTAG00000025398
0	0.559407862025487	0.396	0.231	0	1	VAMP5
0	0.555671936871695	0.513	0.298	0	1	CD53
0	0.552327498380028	0.549	0.282	0	1	ENSBTAG00000064123
0	0.547366585804215	0.368	0.192	0	1	YWHAQ
0	0.545884269439637	0.517	0.276	0	1	PRF1
0	0.545623608083923	0.958	0.761	0	1	RPL6
0	0.5384164211564	0.976	0.817	0	1	RPL24
0	0.530667784501587	0.35	0.203	0	1	TWF2
0	0.526047259431167	0.999	0.966	0	1	RPL37
0	0.516189889156262	0.786	0.527	0	1	RPL36A
0	0.515846483464152	0.984	0.861	0	1	RPL39
0	0.515619043824907	0.446	0.245	0	1	NCALD
0	0.515262792792735	0.29	0.167	0	1	LSM8
0	0.514840759499133	0.439	0.262	0	1	ST13
0	0.512755947479167	0.294	0.175	0	1	POLR1D
0	0.510218380584631	0.395	0.226	0	1	ENSBTAG00000040331
0	0.504981911001763	0.822	0.579	0	1	GIMAP7.2
0	0.503803074118873	0.59	0.365	0	1	JPT1
0	0.498131076959587	0.648	0.419	0	1	EIF3E
0	0.490471318406342	0.265	0.157	0	1	CARD19
0	0.48998759501072	0.977	0.825	0	1	RPL26
0	0.487945707256935	0.554	0.344	0	1	ENSBTAG00000050846
0	0.486218422476306	0.987	0.846	0	1	RPS13
0	0.485817788376296	0.311	0.164	0	1	ANXA1
0	0.48547448225787	0.608	0.384	0	1	TLN1
0	0.485192237635319	0.343	0.198	0	1	BLA-DQB
0	0.483609795236681	0.396	0.219	0	1	ENSBTAG00000011511
0	0.482620526227982	0.266	0.151	0	1	OSBPL8
0	0.482487085064055	1	0.973	0	1	ENSBTAG00000002069
0	0.479184950381869	0.269	0.16	0	1	SNRPG
0	0.477124118971063	0.981	0.81	0	1	RPL38
0	0.473524614533413	0.349	0.204	0	1	CYRIB
0	0.471856070080822	0.516	0.317	0	1	OSTF1
0	0.470982160053403	0.999	0.942	0	1	RPS28
0	0.470889024339155	0.266	0.159	0	1	TIFA
0	0.469635111608643	0.587	0.373	0	1	C5H12orf57
0	0.468176169083344	0.493	0.295	0	1	GPCPD1
0	0.466969093172844	0.74	0.492	0	1	PFDN5
0	0.466731723599806	0.259	0.142	0	1	INPP5B
0	0.462652808256701	0.996	0.953	0	1	EEF1A1
0	0.460199929904876	0.968	0.8	0	1	RPS29
0	0.456284044239174	0.499	0.306	0	1	ENSBTAG00000037510
0	0.455047101413841	0.297	0.171	0	1	CD2
0	0.448609807045191	0.265	0.162	0	1	COX17
0	0.445454662142836	0.452	0.294	0	1	H1-4
0	0.438741255122812	0.812	0.561	0	1	PSMB8
0	0.438083260824264	0.283	0.177	0	1	ENSBTAG00000035855
0	0.437507316253849	0.539	0.341	0	1	ENSBTAG00000062464
0	0.437393505005914	0.308	0.193	0	1	SORCS3
0	0.4338155381027	0.38	0.236	0	1	H2AC20
0	0.432455816988077	0.354	0.218	0	1	RABAC1
0	0.43180964432647	0.643	0.417	0	1	ENSBTAG00000056582
0	0.42909689547512	0.44	0.275	0	1	ENSBTAG00000063198
0	0.428266329131558	0.458	0.273	0	1	UNC119
0	0.427313667712938	0.994	0.922	0	1	RPS15A
0	0.425060999523032	0.315	0.181	0	1	EVI2B
0	0.424078792332191	0.518	0.323	0	1	BIN2
0	0.42117586086827	0.454	0.285	0	1	IRF1
0	0.418382521208857	0.805	0.595	0	1	VIM
0	0.417946202745386	0.382	0.241	0	1	NDUFS5
0	0.416840352200246	0.835	0.604	0	1	LAPTM5
0	0.415985645880133	0.823	0.577	0	1	CORO1A
0	0.413286449516209	0.996	0.906	0	1	RPL35
0	0.411933524060837	0.865	0.609	0	1	PPIB
0	0.410073198284111	0.434	0.276	0	1	PHETA2
0	0.405623858435749	0.416	0.261	0	1	BBLN
0	0.40370699340346	0.998	0.946	0	1	RPS19
0	0.402296170577658	0.973	0.842	0	1	RPS4X
0	0.399190803393573	0.532	0.341	0	1	STAT1
0	0.398686199410036	0.427	0.275	0	1	ATP5MK
0	0.398428203569329	0.84	0.606	0	1	ATP5MC2
0	0.398000061494912	0.579	0.378	0	1	CTSD
0	0.397755446971992	0.986	0.864	0	1	RPL28
0	0.396438320883	0.598	0.391	0	1	HCST
0	0.392386596536521	0.288	0.179	0	1	EIF3D
0	0.391621171160287	0.996	0.934	0	1	RPS23
0	0.388642906964977	0.94	0.738	0	1	HSD11B1L
0	0.386609066520605	0.712	0.495	0	1	PABPC1
0	0.383744009094643	0.561	0.366	0	1	TAPBP
0	0.383172492138984	0.433	0.296	0	1	HSPA5
0	0.382310157053181	0.442	0.279	0	1	ZFP36L1
0	0.381223789017298	0.611	0.397	0	1	PSMB9
0	0.381099432125312	0.258	0.155	0	1	ARL6IP5
0	0.38040393711596	0.311	0.205	0	1	TRAPPC5
0	0.378785628372136	0.412	0.269	0	1	TSSC4
0	0.376805794259019	0.435	0.279	0	1	PSME2
0	0.374051483004267	0.999	0.966	0	1	TMSB10
0	0.371065527308093	0.531	0.348	0	1	RPL22L1
0	0.366208652013545	0.264	0.16	0	1	ENSBTAG00000030499
0	0.362764612295805	0.972	0.803	0	1	H3-3B
0	0.361979450899717	0.998	0.959	0	1	RPS8
0	0.357449255074683	0.331	0.198	0	1	SPN
0	0.357269042727743	0.999	0.965	0	1	RPL10
0	0.356836665639977	0.996	0.948	0	1	RPLP0
0	0.356732592219321	0.621	0.412	0	1	GIMAP7.3
0	0.355257976849733	0.997	0.944	0	1	RPL37A
0	0.354564413688634	0.294	0.18	0	1	PREX1
0	0.354559718104332	0.404	0.257	0	1	PSMB10
0	0.353500828321586	0.308	0.195	0	1	UTP14A
0	0.350955271266685	0.303	0.194	0	1	AIMP1
0	0.347383611827327	0.765	0.534	0	1	SSR2
0	0.346931501629631	0.661	0.452	0	1	KLF6
0	0.343505509668342	0.424	0.274	0	1	CLTA
0	0.342718497805559	0.297	0.18	0	1	PRKACB
0	0.342692691863491	0.496	0.322	0	1	ATP5MJ
0	0.340304900386347	0.94	0.787	0	1	RPL7
0	0.339731390414135	0.754	0.527	0	1	RPL17.1
0	0.339262730833593	0.693	0.49	0	1	HSPA8
0	0.339171412391746	0.993	0.912	0	1	RPS9
0	0.337811667455319	0.999	0.955	0	1	RPL31
0	0.336524702494278	0.508	0.339	0	1	EIF4A2
0	0.334536951567164	0.376	0.246	0	1	MRPL52
0	0.333674281610781	0.378	0.246	0	1	IER2
0	0.332297677557605	0.495	0.329	0	1	UBXN1
0	0.331541009506233	0.524	0.341	0	1	NPM1
0	0.330581642105595	0.256	0.158	0	1	CYB5R3
0	0.329418120770208	0.996	0.935	0	1	ENSBTAG00000013866
0	0.328641913604516	0.32	0.2	0	1	CAPZA1
0	0.327847918019841	0.566	0.372	0	1	HSPB1
0	0.327565059444956	0.426	0.28	0	1	NDUFA1
0	0.325919993605287	0.326	0.209	0	1	FLNA
0	0.324652885859801	0.657	0.451	0	1	NCL
0	0.322822434645012	0.359	0.233	0	1	RBX1
0	0.322167522583952	0.954	0.795	0	1	RPL15
0	0.320779519690268	0.847	0.628	0	1	BTF3
0	0.320130270207797	0.444	0.292	0	1	ACTR3
0	0.319929606369889	0.975	0.874	0	1	RPL23
0	0.319002617395627	0.916	0.742	0	1	RACK1
0	0.31836067825008	0.994	0.911	0	1	RPL29
0	0.316471812268383	0.519	0.343	0	1	SERBP1
0	0.31550029862395	0.309	0.195	0	1	METAP2
0	0.314777755425405	0.984	0.876	0	1	RPL12
0	0.309194715423237	0.367	0.233	0	1	ARID4A
0	0.309010563386865	0.802	0.588	0	1	RPL21
0	0.308551359650477	0.373	0.239	0	1	PNRC2
0	0.307967301195369	0.301	0.195	0	1	DCTN2
0	0.307831198314586	0.829	0.609	0	1	NACA
0	0.305939402443342	0.296	0.188	0	1	STK26
0	0.305903511964489	0.428	0.241	0	1	ENSBTAG00000069845
0	0.303322452233952	0.549	0.365	0	1	CD37
0	0.30108146886644	0.36	0.233	0	1	STK17A
0	0.300155521697476	0.715	0.502	0	1	NDUFA4
0	0.297361446296244	0.394	0.262	0	1	KLF2
0	0.296603858804906	0.765	0.543	0	1	EEF1G
0	0.296216082155876	0.412	0.275	0	1	NDUFA3
0	0.295358804574244	0.797	0.578	0	1	ENSBTAG00000040602
0	0.294898619905402	0.963	0.83	0	1	RPL9
0	0.294857991163078	0.644	0.441	0	1	EEF1B2
0	0.294251429775684	0.491	0.337	0	1	YPEL3
0	0.293294890580126	0.952	0.793	0	1	RPL22
0	0.290589403359121	0.501	0.34	0	1	ATP5ME
0	0.289220365006659	0.488	0.307	0	1	EML4
0	0.289004972329784	0.31	0.2	0	1	TMEM50A
0	0.283534457047747	0.268	0.165	0	1	CITED2
0	0.281786779687731	0.409	0.274	0	1	ENSBTAG00000062861
0	0.278283237948999	0.996	0.932	0	1	RPL34
0	0.277250807542843	0.433	0.27	0	1	GPR174
0	0.276014281125646	0.473	0.325	0	1	NSA2
0	0.275539359987103	0.999	0.975	0	1	ZC3H10
0	0.275117744749515	0.973	0.829	0	1	RPL27
0	0.274897673385372	0.994	0.909	0	1	RPL30
0	0.274065594030826	0.873	0.677	0	1	CALM1
0	0.270998435605575	1	0.98	0	1	RPS12
0	0.26958989971757	0.997	0.944	0	1	RPS7
0	0.26214429148105	0.608	0.423	0	1	GUK1
0	0.259520433584655	0.37	0.242	0	1	CSNK2B
0	0.259307222010435	0.997	0.949	0	1	FAU
0	0.259103529271681	0.554	0.373	0	1	SUMO2
0	0.258321892402762	0.452	0.307	0	1	ATP5MF
0	0.258290116768879	0.994	0.917	0	1	RPS25
0	0.257820838370309	0.742	0.529	0	1	ATP5MG
0	0.257342413041558	0.574	0.398	0	1	RPS17
0	0.256977591692079	0.367	0.245	0	1	CAP1
0	0.254300213181464	0.499	0.326	0	1	GIMAP7.1
0	0.253762955851409	0.404	0.269	0	1	MICOS13
0	0.25262655151483	0.988	0.893	0	1	RPLP2
6.50772558563496e-287	0.328969145616736	0.285	0.186	1.42011587729726e-282	1	PIN1
2.31646900438994e-285	0.287403121259703	0.262	0.167	5.05499866137972e-281	1	IFI47
3.23159202382708e-269	0.291305971254275	0.255	0.164	7.05198011439546e-265	1	CCT4
5.46640648807446e-255	0.297205309333749	0.259	0.169	1.19287922382761e-250	1	HSPE1
2.87146882832096e-236	0.262701999512414	0.271	0.181	6.266119277162e-232	1	SELENOK
2.25360599173796e-232	0.2684813148117	0.261	0.173	4.91781899517058e-228	1	RUNX3
0	3.3900947504039	0.987	0.202	0	2	ENSBTAG00000053497
0	3.04779389053041	0.956	0.263	0	2	ENSBTAG00000047449
0	2.06573382442803	0.386	0.099	0	2	GZMA
0	1.7371511162199	0.359	0.116	0	2	CX3CR1
0	1.71445290472234	0.723	0.271	0	2	PRF1
0	1.62947389067983	0.965	0.488	0	2	CCL5
0	1.52548973402036	0.291	0.1	0	2	FCGR3A
0	1.4003297203198	0.355	0.143	0	2	NCR1
0	1.39428177528167	0.348	0.135	0	2	NKG2A
0	1.37490485000219	0.348	0.141	0	2	LITAF
0	1.37143805751332	0.296	0.117	0	2	S1PR5
0	1.36147135851053	0.281	0.109	0	2	PTPN4
0	1.3563662428043	0.585	0.265	0	2	IFI6
0	1.35093517736546	0.256	0.096	0	2	BANK1
0	1.32882612393781	0.876	0.412	0	2	IDO1
0	1.32105058652313	0.706	0.317	0	2	NKG7
0	1.30930597259147	0.255	0.097	0	2	CD82
0	1.29797295216664	0.809	0.386	0	2	HOPX
0	1.28713858885165	0.353	0.151	0	2	DTNBP1
0	1.28573768561965	0.57	0.238	0	2	ENSBTAG00000051183
0	1.28457716897463	0.25	0.099	0	2	ADGRG1
0	1.27987451711631	0.41	0.169	0	2	ST6GALNAC2
0	1.25767004209309	0.807	0.405	0	2	FCER1G
0	1.20320760407031	0.453	0.195	0	2	KLRI1
0	1.18314446077091	0.261	0.117	0	2	TMED3
0	1.17111833689219	0.463	0.209	0	2	C5H12orf75
0	1.16743093916846	0.488	0.227	0	2	KLRD1
0	1.13933559647405	0.6	0.284	0	2	ITGAL
0	1.13237034223173	0.477	0.195	0	2	ZEB2
0	1.07543650809114	0.454	0.216	0	2	LGALS1
0	1.06271586779282	0.273	0.12	0	2	ATP6V0A4
0	1.05566149491749	0.554	0.265	0	2	TSSC4
0	1.04823457499577	0.591	0.297	0	2	ITGB2
0	1.02699583324705	0.443	0.194	0	2	YWHAQ
0	1.01318251464952	0.51	0.256	0	2	ENSBTAG00000030426
0	1.00904777981545	0.341	0.165	0	2	PRR5
0	0.989890463449533	0.518	0.266	0	2	IL2RB
0	0.986744145878116	0.333	0.147	0	2	CLNK
0	0.973932756509265	0.42	0.211	0	2	NUCB2
0	0.953149560815274	0.342	0.164	0	2	LPGAT1
0	0.939347417839822	0.312	0.151	0	2	ICAM3
0	0.938947306430264	0.437	0.224	0	2	ENSBTAG00000011019
0	0.898045808636305	0.291	0.155	0	2	TSPAN4
0	0.875496602190095	0.29	0.151	0	2	ENSBTAG00000019432
0	0.865301008234565	0.28	0.151	0	2	SH3BP1
0	0.85988965561882	0.271	0.118	0	2	SLCO3A1
0	0.859351165125565	0.35	0.191	0	2	MTPN
0	0.843642718451435	0.291	0.146	0	2	PHF11
0	0.842873926249149	0.388	0.186	0	2	KLRB1
0	0.838252735517875	0.407	0.214	0	2	ENSBTAG00000049297
0	0.828112550789013	0.435	0.235	0	2	VAMP5
0	0.823738555686727	0.251	0.132	0	2	KLRF1
0	0.799374166559192	0.629	0.355	0	2	ADGRE5
0	0.794162701851347	0.333	0.171	0	2	RUNX3
0	0.792453567645271	0.285	0.148	0	2	GCNT1
0	0.792281494232366	0.273	0.147	0	2	RALB
0	0.791683231934438	0.275	0.137	0	2	TSPAN2
0	0.784955089177847	0.386	0.214	0	2	ENSBTAG00000054938
0	0.771073009748561	0.943	0.775	0	2	ENSBTAG00000020116
0	0.760762993682526	0.642	0.382	0	2	CTSD
0	0.74302340838298	0.999	0.974	0	2	ENSBTAG00000002069
0	0.741912729140384	0.484	0.268	0	2	KLRK1
0	0.734744680901854	0.323	0.179	0	2	GABARAPL1
0	0.716823337908905	0.283	0.154	0	2	QSOX1
0	0.712448014833059	0.279	0.14	0	2	ARHGEF3
0	0.704971583941162	0.581	0.35	0	2	ENSBTAG00000050846
0	0.702681258126723	0.544	0.314	0	2	SH2D1A
0	0.700507362516005	0.846	0.578	0	2	B2M
0	0.690556434169306	0.272	0.139	0	2	ENSBTAG00000052173
0	0.674405593763568	0.348	0.204	0	2	BLA-DQB
0	0.673496599606356	0.268	0.148	0	2	CTSS
0	0.668338331264309	0.373	0.211	0	2	FLNA
0	0.65936798320756	0.781	0.53	0	2	CTSW
0	0.657079663756906	0.511	0.302	0	2	WARS1
0	0.654605354496158	0.291	0.159	0	2	SYNE1
0	0.651027987668871	0.592	0.366	0	2	RAP1B
0	0.632185152922263	0.361	0.209	0	2	TWF2
0	0.632033277283443	0.361	0.202	0	2	SPN
0	0.630257720739678	0.274	0.154	0	2	PTPN12
0	0.624047295083948	0.428	0.258	0	2	ARPC5L
0	0.608755313391846	0.517	0.32	0	2	GABARAPL2
0	0.607077627193699	0.309	0.177	0	2	PITPNB
0	0.599552769468437	0.326	0.182	0	2	PREX1
0	0.596076591987921	0.336	0.194	0	2	SNX3
0	0.584029014511785	0.328	0.191	0	2	CMC1
0	0.578443344442169	0.415	0.244	0	2	CD96
0	0.569538194090433	0.47	0.285	0	2	PKM
0	0.564739389441217	0.307	0.178	0	2	ENSBTAG00000067062
0	0.563264857138666	0.575	0.368	0	2	LGALS9
0	0.561482410912164	0.479	0.292	0	2	TSPO
0	0.552720907367577	0.333	0.199	0	2	RAP2B
0	0.545585945135432	0.587	0.382	0	2	C5H12orf57
0	0.539804025943025	0.836	0.614	0	2	LAPTM5
0	0.538945440165333	0.465	0.28	0	2	UNC119
0	0.535589106717346	0.596	0.394	0	2	TLN1
0	0.533289927085557	0.372	0.222	0	2	PTPRE
0	0.533139337556952	0.848	0.621	0	2	PPIB
0	0.513803246679652	0.81	0.589	0	2	CORO1A
0	0.505345696854392	0.431	0.259	0	2	ANXA2
0	0.505191331342686	0.303	0.176	0	2	CD2
0	0.504324736731451	0.308	0.178	0	2	CMTM7
0	0.502076755538993	0.368	0.228	0	2	CST3
0	0.495170804755925	0.444	0.282	0	2	CCNI
0	0.48336471122051	0.518	0.341	0	2	YPEL3
0	0.479129103293268	0.512	0.33	0	2	EPSTI1
0	0.472938610610828	0.39	0.248	0	2	CAP1
0	0.467958706250191	0.432	0.283	0	2	PHETA2
0	0.451249878309431	0.997	0.987	0	2	RPLP1
0	0.44294906812984	0.607	0.406	0	2	PSMB9
0	0.428837034914565	0.648	0.455	0	2	EEF2
0	0.428634619518588	0.449	0.292	0	2	IRF1
0	0.426741867318659	0.554	0.375	0	2	TAPBP
0	0.424329337721009	0.415	0.267	0	2	BBLN
0	0.422152321609571	0.591	0.4	0	2	HCST
0	0.419492423665162	0.467	0.305	0	2	GPCPD1
0	0.416884198192595	0.508	0.332	0	2	BIN2
0	0.409581671919206	0.63	0.44	0	2	ZFP36L2
0	0.409264763736854	0.994	0.967	0	2	TMSB10
0	0.408844037275035	0.712	0.508	0	2	PSME1
0	0.407908208098191	0.965	0.81	0	2	H3-3B
0	0.407313855340966	0.473	0.309	0	2	CD53
0	0.402733788151152	0.388	0.243	0	2	JUNB
0	0.400380032688853	0.843	0.652	0	2	ENSBTAG00000051845
0	0.396414391442626	0.778	0.586	0	2	MYL12A
0	0.39616752932686	0.752	0.54	0	2	GPX1
0	0.393809298806038	0.643	0.439	0	2	EMP3
0	0.382980361105129	0.441	0.287	0	2	CORO1C
